0.0,13.2
0.0,13.2
0.1,13.2
0.1,13.2
0.2,13.2
0.2,13.2
0.2,13.2
0.3,13.2
0.3,13.2
0.4,13.2
0.4,13.2
0.4,13.2
0.5,13.2
0.5,13.2
0.6,13.2
0.6,13.2
0.6,13.2
0.7,13.3
0.7,13.3
0.8,13.3
0.8,13.3
0.8,13.2
0.9,13.3
0.9,13.2
1.0,13.2
1.0,13.2
1.0,13.2
1.1,13.2
1.1,13.2
1.2,13.2
1.2,13.2
1.2,13.2
1.3,13.2
1.3,13.2
1.4,13.2
1.4,13.2
1.4,13.2
1.5,13.2
1.5,13.2
1.6,13.2
1.6,13.2
1.6,13.2
1.7,13.2
1.7,13.2
1.8,13.2
1.8,13.2
1.8,13.2
1.9,13.2
1.9,13.2
2.0,13.2
2.0,13.2
2.0,13.2
2.1,13.2
2.1,13.2
2.2,13.2
2.2,13.2
2.2,13.2
2.3,13.3
2.3,13.3
2.4,13.4
2.4,13.5
2.4,13.6
2.5,13.7
2.5,14.0
2.6,14.4
2.6,14.9
2.6,15.6
2.7,16.3
2.7,17.2
2.8,17.9
2.8,18.7
2.8,19.2
2.9,19.5
2.9,19.9
3.0,20.4
3.0,21.0
3.0,21.8
3.1,22.7
3.1,23.6
3.2,24.4
3.2,25.3
3.2,26.2
3.3,27.0
3.3,27.8
3.4,28.5
3.4,29.2
3.4,29.9
3.5,30.7
3.5,31.4
3.6,32.1
3.6,32.7
3.6,33.5
3.7,34.3
3.7,35.1
3.8,35.8
3.8,36.6
3.8,37.5
3.9,38.5
3.9,39.4
4.0,40.3
4.0,41.1
4.0,42.1
4.1,43.3
4.1,44.4
4.2,45.8
4.2,47.3
4.2,48.8
4.3,50.2
4.3,51.5
4.4,52.6
4.4,53.7
4.4,55.1
4.5,56.2
4.5,57.2
4.6,57.9
4.6,58.9
4.6,59.9
4.7,61.0
4.7,62.1
4.8,63.2
4.8,64.4
4.8,65.7
4.9,67.1
4.9,68.4
5.0,69.7
5.0,71.0
5.0,72.2
5.1,73.1
5.1,73.6
5.2,74.1
5.2,74.8
5.2,75.7
5.3,76.4
5.3,77.2
5.4,78.3
5.4,79.3
5.4,80.4
5.5,81.7
5.5,82.8
5.6,83.9
5.6,84.7
5.6,85.5
5.7,86.1
5.7,86.5
5.8,86.4
5.8,86.3
5.8,86.1
5.9,86.1
5.9,85.9
6.0,85.6
6.0,85.2
6.0,85.0
6.1,84.6
6.1,84.1
6.2,83.3
6.2,82.4
6.2,81.4
6.3,80.6
6.3,79.9
6.4,79.2
6.4,78.7
6.4,78.0
6.5,77.0
6.5,75.7
6.6,74.7
6.6,73.9
6.6,73.2
6.7,72.7
6.7,72.1
6.8,71.1
6.8,70.3
6.8,69.5
6.9,68.7
6.9,68.0
7.0,67.2
7.0,66.3
7.0,65.5
7.1,64.7
7.1,63.9
7.2,62.9
7.2,61.8
7.2,60.7
7.3,59.8
7.3,59.2
7.4,58.8
7.4,58.2
7.4,57.5
7.5,56.7
7.5,56.1
7.6,55.6
7.6,55.1
7.6,54.4
7.7,53.5
7.7,52.6
7.8,51.8
7.8,50.9
7.8,50.0
7.9,48.6
7.9,47.1
8.0,45.8
8.0,44.7
8.0,43.8
8.1,43.2
8.1,42.5
8.2,41.7
8.2,41.0
8.2,40.3
8.3,39.7
8.3,39.0
8.4,38.4
8.4,37.7
8.4,36.7
8.5,35.6
8.5,34.4
8.6,33.2
8.6,32.2
8.6,31.5
8.7,31.0
8.7,30.4
8.8,29.6
8.8,28.7
8.8,27.8
8.9,26.9
8.9,26.2
9.0,25.7
9.0,25.2
9.0,24.8
9.1,24.4
9.1,24.1
9.2,23.8
9.2,23.5
9.2,23.2
9.3,22.8
9.3,22.4
9.4,22.0
9.4,21.6
9.4,21.2
9.5,20.8
9.5,20.3
9.6,19.8
9.6,19.3
9.6,18.7
9.7,18.2
9.7,17.6
9.8,17.1
9.8,16.5
9.8,16.1
9.9,15.8
9.9,15.5
10.0,15.2
10.0,14.9
10.0,14.7
10.1,14.6
10.1,14.5
10.2,14.5
10.2,14.5
10.2,14.4
10.3,14.4
10.3,14.3
10.4,14.3
10.4,14.2
10.4,14.2
10.5,14.0
10.5,13.9
10.6,13.8
10.6,13.7
10.6,13.8
10.7,13.8
10.7,13.8
10.8,13.8
10.8,13.8
10.8,13.8
10.9,13.8
10.9,13.7
11.0,13.7
11.0,13.6
11.0,13.6
11.1,13.6
11.1,13.6
11.2,13.6
11.2,13.6
11.2,13.6
11.3,13.6
11.3,13.6
11.4,13.6
11.4,13.6
11.4,13.6
11.5,13.6
11.5,13.6
11.6,13.6
11.6,13.7
11.6,13.7
11.7,13.7
11.7,13.7
11.8,13.7
11.8,13.7
11.8,13.7
11.9,13.7
11.9,13.8
12.0,14.0
12.0,14.1
12.0,14.2
12.1,14.4
12.1,14.4
12.2,14.5
12.2,14.5
12.2,14.5
12.3,14.6
12.3,14.5
12.4,14.5
12.4,14.5
12.4,14.5
12.5,14.4
12.5,14.4
12.6,14.3
12.6,14.3
12.6,14.3
12.7,14.3
12.7,14.3
12.8,14.4
12.8,14.5
12.8,14.7
12.9,15.0
12.9,15.5
13.0,15.9
13.0,16.3
13.0,16.7
13.1,17.0
13.1,17.3
13.2,17.6
13.2,17.9
13.2,18.2
13.3,18.6
13.3,19.1
13.4,19.7
13.4,20.4
13.4,21.1
13.5,21.9
13.5,22.7
13.6,23.5
13.6,24.3
13.6,25.2
13.7,25.9
13.7,26.5
13.8,27.1
13.8,27.6
13.8,28.2
13.9,28.8
13.9,29.5
14.0,30.2
14.0,31.0
14.0,31.7
14.1,32.4
14.1,32.8
14.2,33.1
14.2,33.5
14.2,33.8
14.3,34.2
14.3,34.9
14.4,35.7
14.4,36.5
14.4,37.5
14.5,38.4
14.5,39.4
14.6,40.4
14.6,41.3
14.6,42.2
14.7,43.3
14.7,44.7
14.8,46.0
14.8,47.3
14.8,48.3
14.9,49.4
14.9,50.4
15.0,51.5
15.0,53.0
15.0,54.5
15.1,56.0
15.1,57.2
15.2,58.5
15.2,60.0
15.2,61.5
15.3,63.1
15.3,64.7
15.4,66.1
15.4,67.2
15.4,68.0
15.5,69.0
15.5,70.0
15.6,71.0
15.6,71.7
15.6,72.4
15.7,72.5
15.7,72.7
15.8,73.4
15.8,74.1
15.8,74.7
15.9,75.4
15.9,75.8
16.0,76.1
16.0,76.5
16.0,77.1
16.1,77.8
16.1,78.6
16.2,79.5
16.2,80.2
16.2,80.9
16.3,81.4
16.3,82.0
16.4,82.5
16.4,83.1
16.4,83.8
16.5,84.5
16.5,84.9
16.6,85.3
16.6,85.6
16.6,86.0
16.7,86.3
16.7,86.5
16.8,86.8
16.8,86.9
16.8,87.1
16.9,86.8
16.9,86.2
17.0,85.8
17.0,85.4
17.0,85.2
17.1,84.8
17.1,84.4
17.2,83.6
17.2,82.5
17.2,81.4
17.3,80.7
17.3,79.9
17.4,79.0
17.4,78.0
17.4,76.8
17.5,75.9
17.5,74.9
17.6,73.5
17.6,72.1
17.6,70.8
17.7,69.6
17.7,68.5
17.8,67.2
17.8,66.1
17.8,65.1
17.9,64.0
17.9,62.8
18.0,61.8
18.0,61.1
18.0,60.4
18.1,59.6
18.1,58.5
18.2,57.5
18.2,56.8
18.2,56.0
18.3,55.2
18.3,54.3
18.4,53.3
18.4,52.4
18.4,51.7
18.5,51.2
18.5,50.6
18.6,50.0
18.6,49.3
18.6,48.5
18.7,47.6
18.7,46.7
18.8,45.8
18.8,45.2
18.8,44.7
18.9,44.2
18.9,43.7
19.0,43.1
19.0,42.6
19.0,42.3
19.1,41.9
19.1,41.4
19.2,41.0
19.2,40.5
19.2,39.9
19.3,39.2
19.3,38.7
19.4,38.2
19.4,37.7
19.4,37.2
19.5,36.7
19.5,36.2
19.6,35.7
19.6,35.2
19.6,34.7
19.7,34.1
19.7,33.5
19.8,33.1
19.8,32.7
19.8,32.3
19.9,31.8
19.9,31.2
20.0,30.5
20.0,29.9
20.0,29.3
20.1,28.7
20.1,28.2
20.2,27.6
20.2,26.9
20.2,26.4
20.3,25.9
20.3,25.4
20.4,25.0
20.4,24.5
20.4,24.0
20.5,23.4
20.5,22.8
20.6,22.2
20.6,21.6
20.6,20.9
20.7,20.1
20.7,19.3
20.8,18.6
20.8,18.0
20.8,17.5
20.9,17.1
20.9,16.6
21.0,16.1
21.0,15.7
21.0,15.4
21.1,15.2
21.1,14.9
21.2,14.8
21.2,14.7
21.2,14.7
21.3,14.7
21.3,14.6
21.4,14.5
21.4,14.3
21.4,14.1
21.5,13.9
21.5,13.7
21.6,13.5
21.6,13.3
21.6,13.1
21.7,13.0
21.7,12.9
21.8,12.9
21.8,13.0
21.8,13.0
21.9,13.0
21.9,13.0
22.0,12.9
22.0,12.9
22.0,12.9
22.1,12.8
22.1,12.8
22.2,12.8
22.2,12.8
22.2,12.8
22.3,12.8
22.3,12.8
22.4,12.8
22.4,12.8
22.4,12.8
22.5,12.8
22.5,12.8
22.6,12.8
22.6,12.8
22.6,12.8
22.7,12.8
22.7,12.8
22.8,12.8
22.8,12.8
22.8,12.8
22.9,12.8
22.9,12.8
23.0,12.8
23.0,12.8
23.0,12.8
23.1,12.8
23.1,12.8
23.2,12.8
23.2,12.9
23.2,12.9
23.3,13.0
23.3,13.1
23.4,13.2
23.4,13.3
23.4,13.4
23.5,13.4
23.5,13.4
23.6,13.4
23.6,13.4
23.6,13.4
23.7,13.5
23.7,13.7
23.8,13.8
23.8,14.0
23.8,14.3
23.9,14.6
23.9,15.1
24.0,15.7
24.0,16.6
24.0,17.4
24.1,18.3
24.1,19.2
24.2,20.2
24.2,21.0
24.2,21.7
24.3,22.4
24.3,23.2
24.4,24.1
24.4,25.0
24.4,26.2
24.5,27.5
24.5,28.6
24.6,29.4
24.6,29.8
24.6,30.3
24.7,30.7
24.7,31.2
24.8,31.7
24.8,32.3
24.8,33.2
24.9,34.1
24.9,34.9
25.0,35.5
25.0,35.9
25.0,36.5
25.1,37.1
25.1,37.9
25.2,38.8
25.2,39.8
25.2,40.9
25.3,42.1
25.3,43.0
25.4,43.8
25.4,44.6
25.4,45.6
