259373,14.5,-158.1,13.2,3,3,0.6
259413,14.5,-158.1,13.2,3,3,0.6
259453,14.5,-158.0,13.2,3,3,0.6
259493,14.5,-157.9,13.2,3,3,0.6
259533,14.5,-157.9,13.2,3,3,0.6
259573,14.5,-157.9,13.2,3,3,0.6
259613,14.5,-157.9,13.2,3,3,0.6
259653,14.5,-157.9,13.2,3,3,0.59
259693,14.5,-157.9,13.2,3,3,0.59
259733,14.5,-157.9,13.2,3,3,0.59
259773,14.5,-157.9,13.2,3,3,0.59
259813,14.5,-157.9,13.2,3,3,0.59
259853,14.5,-157.9,13.2,3,3,0.59
259893,14.5,-157.9,13.2,3,3,0.58
259933,14.5,-157.9,13.2,3,3,0.58
259973,14.5,-157.9,13.2,3,3,0.58
260013,14.5,-157.9,13.2,3,3,0.58
260053,14.4,-157.8,13.3,3,3,0.58
260093,14.4,-157.7,13.3,3,3,0.58
260133,14.4,-157.7,13.3,3,3,0.57
260173,14.4,-157.8,13.3,3,3,0.57
260213,14.4,-157.8,13.2,3,3,0.58
260253,14.4,-157.8,13.3,3,3,0.58
260293,14.4,-157.8,13.2,3,3,0.58
260333,14.4,-157.8,13.2,3,3,0.58
260373,14.5,-157.9,13.2,3,3,0.58
260413,14.5,-157.9,13.2,3,3,0.58
260453,14.5,-157.9,13.2,3,3,0.58
260493,14.5,-157.9,13.2,3,3,0.58
260533,14.4,-157.8,13.2,3,3,0.58
260573,14.4,-157.8,13.2,3,3,0.57
260613,14.4,-157.8,13.2,3,3,0.57
260653,14.4,-157.8,13.2,3,3,0.57
260693,14.4,-157.8,13.2,3,3,0.57
260733,14.4,-157.8,13.2,3,3,0.57
260773,14.4,-157.8,13.2,3,3,0.57
260813,14.4,-157.8,13.2,3,3,0.57
260853,14.4,-157.8,13.2,3,3,0.57
260893,14.4,-157.8,13.2,3,3,0.57
260933,14.3,-157.7,13.2,3,3,0.57
260973,14.3,-157.7,13.2,3,3,0.57
261013,14.3,-157.8,13.2,3,3,0.58
261053,14.3,-157.8,13.2,3,3,0.58
261093,14.3,-157.7,13.2,3,3,0.58
261133,14.3,-157.7,13.2,3,3,0.58
261173,14.3,-157.7,13.2,3,3,0.58
261213,14.3,-157.7,13.2,3,3,0.59
261253,14.3,-157.7,13.2,3,3,0.58
261293,14.3,-157.7,13.2,3,3,0.59
261333,14.3,-157.7,13.2,3,3,0.59
261373,14.3,-157.8,13.2,3,3,0.58
261413,14.3,-157.8,13.2,3,3,0.58
261453,14.3,-157.9,13.2,3,3,0.59
261493,14.3,-157.9,13.2,3,3,0.59
261533,14.3,-157.9,13.2,3,3,0.6
261573,14.3,-157.8,13.2,3,3,0.6
261613,14.2,-157.7,13.2,3,3,0.6
261653,14.2,-157.6,13.3,3,3,0.6
261693,14.1,-157.7,13.3,3,3,0.61
261733,14.0,-157.7,13.4,3,3,0.62
261773,13.9,-157.7,13.5,3,3,0.62
261813,13.8,-157.7,13.6,3,3,0.63
261853,13.7,-157.7,13.7,3,3,0.64
261893,13.4,-157.7,14.0,3,3,0.65
261933,13.2,-157.5,14.4,3,3,0.67
261973,13.0,-157.5,14.9,3,3,0.69
262013,12.6,-157.6,15.6,3,3,0.71
262053,12.4,-158.0,16.3,3,3,0.74
262093,12.3,-158.3,17.2,3,3,0.79
262133,12.2,-158.6,17.9,3,3,0.86
262173,12.3,-158.8,18.7,3,3,0.94
262213,12.3,-158.9,19.2,3,3,1.05
262253,12.2,-159.1,19.5,3,3,1.19
262293,12.0,-159.4,19.9,3,3,1.33
262333,11.8,-159.5,20.4,3,3,1.5
262373,11.6,-159.3,21.0,3,3,1.69
262413,11.5,-159.2,21.8,3,3,1.9
262453,11.3,-159.3,22.7,3,3,2.18
262493,11.2,-159.8,23.6,3,3,2.51
262533,10.9,-159.8,24.4,3,3,2.9
262573,10.6,-159.6,25.3,3,3,3.34
262613,10.3,-159.3,26.2,3,3,3.86
262653,9.9,-158.8,27.0,3,3,4.43
262693,9.2,-158.6,27.8,3,3,5.07
262733,8.7,-158.9,28.5,3,3,5.73
262773,8.3,-159.3,29.2,3,3,6.42
262813,7.8,-159.2,29.9,3,3,7.11
262853,7.5,-159.0,30.7,3,3,7.81
262893,7.2,-158.9,31.4,3,3,8.52
262933,6.8,-158.6,32.1,3,3,9.2
262973,6.6,-158.6,32.7,3,3,9.92
263013,6.4,-158.6,33.5,3,3,10.63
263053,6.2,-158.5,34.3,3,3,11.39
263093,6.0,-158.5,35.1,3,3,12.15
263133,5.7,-158.4,35.8,3,3,12.96
263173,5.4,-158.4,36.6,3,3,13.75
263213,5.2,-158.5,37.5,3,3,14.61
263253,4.8,-158.4,38.5,3,3,15.49
263293,4.4,-158.8,39.4,3,3,16.41
263333,4.0,-159.3,40.3,3,3,17.33
263373,3.6,-159.5,41.1,3,3,18.23
263413,3.1,-159.3,42.1,3,3,19.13
263453,2.7,-159.1,43.3,3,3,20.03
263493,2.3,-159.1,44.4,3,3,20.97
263533,1.9,-159.0,45.8,3,3,21.93
263573,1.7,-159.2,47.3,3,3,22.93
263613,1.2,-159.2,48.8,3,3,23.91
263653,1.1,-159.4,50.2,3,3,24.96
263693,0.9,-159.7,51.5,3,3,25.99
263733,0.5,-159.9,52.6,3,3,27.04
263773,0.3,-160.0,53.7,3,3,28.03
263813,0.3,-159.9,55.1,3,3,29.04
263853,0.1,-159.9,56.2,3,3,29.95
263893,-0.1,-159.9,57.2,3,3,30.82
263933,-0.5,-159.9,57.9,3,3,31.61
263973,-0.0,-160.2,58.9,3,3,32.34
264013,-0.3,-160.0,59.9,3,3,33.02
264053,-0.3,-160.0,61.0,3,3,33.66
264093,-0.1,-160.1,62.1,3,3,34.3
264133,-0.3,-160.1,63.2,3,3,34.9
264173,-0.4,-160.1,64.4,3,3,35.51
264213,-0.5,-160.3,65.7,3,3,36.11
264253,-0.8,-160.2,67.1,3,3,36.79
264293,-0.7,-160.4,68.4,3,3,37.48
264333,-0.9,-160.8,69.7,3,3,38.23
264373,-0.9,-161.4,71.0,3,3,39.0
264413,-0.8,-162.1,72.2,3,3,39.82
264453,-0.7,-162.7,73.1,3,3,40.61
264493,-0.4,-163.4,73.6,3,3,41.37
264533,-0.2,-163.9,74.1,3,3,42.06
264573,-0.0,-164.0,74.8,3,3,42.68
264613,-0.4,-163.7,75.7,3,3,43.25
264653,-0.3,-163.8,76.4,3,3,43.77
264693,0.0,-164.0,77.2,3,3,44.26
264733,-0.2,-163.8,78.3,3,3,44.71
264773,-0.2,-163.6,79.3,3,3,45.19
264813,-0.3,-163.4,80.4,3,3,45.71
264853,-0.3,-163.1,81.7,3,3,46.32
264893,-0.2,-163.0,82.8,3,3,46.97
264933,-0.4,-162.8,83.9,3,3,47.69
264973,-0.4,-162.7,84.7,3,3,48.42
265013,-0.4,-162.7,85.5,3,3,49.18
265053,-0.5,-162.8,86.1,3,3,49.89
265093,-0.6,-162.9,86.5,3,3,50.53
265133,-0.4,-163.2,86.4,3,3,51.08
265173,-0.2,-163.6,86.3,3,3,51.45
265213,-0.3,-163.9,86.1,3,3,51.69
265253,-0.3,-164.0,86.1,3,3,51.78
265293,-0.5,-164.2,85.9,3,3,51.75
265333,-0.4,-164.3,85.6,3,3,51.58
265373,-0.3,-164.4,85.2,3,3,51.3
265413,-0.5,-164.3,85.0,3,3,50.95
265453,-0.4,-164.4,84.6,3,3,50.56
265493,-0.3,-164.6,84.1,3,3,50.16
265533,-0.2,-164.7,83.3,3,3,49.68
265573,0.1,-164.8,82.4,3,3,49.14
265613,-0.1,-164.6,81.4,3,3,48.49
265653,0.1,-164.5,80.6,3,3,47.8
265693,-0.1,-164.3,79.9,3,3,47.05
265733,0.2,-164.4,79.2,3,3,46.27
265773,0.4,-164.4,78.7,3,3,45.48
265813,0.4,-164.4,78.0,3,3,44.68
265853,0.5,-164.4,77.0,3,3,43.87
265893,0.3,-164.4,75.7,3,3,43.06
265933,0.7,-164.5,74.7,3,3,42.29
265973,0.7,-164.4,73.9,3,3,41.53
266013,0.6,-164.3,73.2,3,3,40.81
266053,0.5,-164.1,72.7,3,3,40.12
266093,0.5,-163.8,72.1,3,3,39.45
266133,0.5,-163.6,71.1,3,3,38.76
266173,0.8,-163.5,70.3,3,3,38.11
266213,0.8,-163.3,69.5,3,3,37.48
266253,1.1,-163.1,68.7,3,3,36.92
266293,1.2,-162.9,68.0,3,3,36.35
266333,1.3,-162.6,67.2,3,3,35.8
266373,1.2,-162.4,66.3,3,3,35.21
266413,1.1,-162.1,65.5,3,3,34.61
266453,1.3,-162.0,64.7,3,3,34.02
266493,1.2,-161.8,63.9,3,3,33.45
266533,1.3,-161.7,62.9,3,3,32.88
266573,1.3,-161.7,61.8,3,3,32.28
266613,1.5,-161.5,60.7,3,3,31.65
266653,1.4,-161.3,59.8,3,3,31.01
266693,1.4,-161.0,59.2,3,3,30.41
266733,1.5,-160.6,58.8,3,3,29.81
266773,1.5,-160.3,58.2,3,3,29.25
266813,1.5,-160.3,57.5,3,3,28.68
266853,1.5,-160.4,56.7,3,3,28.15
266893,1.7,-160.4,56.1,3,3,27.62
